20,-1,10000
6,-1,808.4977882339481
6,-1,1647.9943821247061
6,-1,10000
50,-1,20489.171531650907
20,-1,268.9701279044358
1,-1,10000
4,-1,10000
2,-1,10000
4,-1,5564.289854669783
12,-1,10000
11,-1,10000
1,-1,10000
5,-1,736.1105190772906
7,-1,1571.7170616942115
9,-1,10000
20,-1,10000
3,-1,10000
2,-1,10000
2,-1,10000
12,-1,10000
4,-1,10000
6,-1,10000
4,-1,1145.2313414157538
2,-1,10000
3,-1,7755.229995103036
3,-1,10000
14,-1,3291.5678826970534
2,-1,10000
20,-1,3759.2949111739645
3,-1,10000
13,-1,10000
6,-1,4960.932012982972
5,-1,10000
2,-1,10000
3,-1,695.664836975659
1,-1,10000
9,-1,6412.586754958463
5,-1,10000
10,-1,3498.044218382774
7,-1,481.5050786132686
7,-1,6299.397676418104
25,-1,-12594.200077822237
28,-1,-26934.288022707897
0,-1,10000
4,-1,3049.387936317703
5,-1,155.48794878958972
3,-1,10000
1,-1,10000
4,-1,10000
3,-1,10000
13,-1,4256.865712016879
50,1,8728.888211552181
0,-1,10000
4,-1,10000
6,-1,10000
20,-1,376.79669766643804
4,-1,10000
0,-1,10000
5,-1,10000
27,-1,-24204.526170706347
6,-1,2632.367579168056
3,-1,10000
21,-1,2183.4258834599414
4,-1,5940.274349179821
8,-1,12568.90306891829
0,-1,10000
21,-1,-3978.8395586418887
4,-1,10000
3,-1,10000
2,-1,10000
7,-1,10000
14,-1,1214.53810392092
3,-1,10000
0,-1,10000
0,-1,10000
21,-1,3280.5273745813165
0,-1,10000
50,1,19442.28854474199
1,-1,10000
4,-1,10000
1,-1,10000
3,-1,10000
5,-1,10000
2,-1,10000
1,-1,324.52042800229356
4,-1,10000
26,-1,-28518.95522432807
2,-1,10000
0,-1,10000
1,-1,10000
9,-1,10000
1,-1,10000
10,-1,10000
29,-1,-38983.97225549167
4,-1,10000
9,-1,1097.5510735556754
7,-1,10000
5,-1,10000
8,-1,5174.2017865602775
1,-1,10000
1,-1,10000
9,-1,10000
0,-1,10000
6,-1,10000
0,-1,10000
8,-1,10000
2,-1,10000
9,-1,1858.32415015188
0,-1,10000
0,-1,10000
1,-1,10000
2,-1,10000
1,-1,10000
9,-1,5111.118612444807
2,-1,10000
5,-1,10000
0,-1,10000
14,-1,10000
8,-1,13481.87084778395
3,-1,10000
5,-1,10000
6,-1,10000
0,-1,10000
3,-1,10000
4,-1,10000
8,-1,10000
2,-1,10000
2,-1,10000
3,-1,10000
8,-1,10000
0,-1,10000
3,-1,10000
3,-1,10000
2,-1,10000
50,-1,9305.916095387996
13,-1,8547.234510117629
7,-1,10000
12,-1,10000
1,-1,10000
3,-1,10000
6,-1,6948.364991109585
4,-1,10000
13,-1,1259.1431062804995
10,-1,10000
16,-1,10000
0,-1,10000
1,-1,10000
21,-1,1633.148743576423
0,-1,10000
6,-1,74.86015168512805
10,-1,10000
6,-1,2209.8266632898694
9,-1,6348.648128351468
3,-1,10000
10,-1,2344.00603615554
1,-1,10000
5,-1,10000
9,-1,10000
6,-1,10000
0,-1,10000
10,-1,10000
5,-1,10000
1,-1,10000
9,-1,10000
2,-1,10000
2,-1,10000
25,-1,-13006.96793905308
9,-1,3948.832403007302
6,-1,10000
22,-1,1334.1247157158195
7,-1,6067.227893114081
7,-1,10000
4,-1,10000
2,-1,10000
28,-1,-39284.075452620455
4,-1,10000
7,-1,7006.459587912766
11,-1,10000
29,-1,-34347.33847536325
50,-1,23576.93433043966
1,-1,10000
8,-1,25705.170840409974
10,-1,1510.035028771069
18,-1,10000
5,-1,10000
3,-1,3265.7144218934327
10,-1,10000
2,-1,10000
5,-1,381.0465127220032
1,-1,10000
0,-1,10000
12,-1,3759.9388805973886
50,-1,23578.167400159535
1,-1,10000
7,-1,10000
16,-1,357.13302473348665
5,-1,10000
4,-1,10000
6,-1,10000
2,-1,10000
4,-1,10000
7,-1,10000
1,-1,10000
11,-1,10000
4,-1,10000
0,-1,10000
1,-1,10000
5,-1,831.8931022936033
11,-1,10000
9,-1,10000
2,-1,10000
2,-1,8420.581480370245
1,-1,10000
22,-1,4105.750033619886
5,-1,10000
2,-1,1199.2694368637083
3,-1,10000
1,-1,10000
11,-1,10000
12,-1,10000
1,-1,10000
0,-1,10000
7,-1,10000
0,-1,10000
1,-1,10000
13,-1,3845.603626808998
1,-1,10000
5,-1,20.55541048901088
7,-1,10000
2,-1,10000
5,-1,10000
7,-1,1894.0893642245574
10,-1,10000
12,-1,3296.1504706533365
8,-1,10000
29,-1,-29393.403587536246
1,-1,10000
17,-1,249.84633447349745
2,-1,10000
6,-1,10000
8,-1,10000
0,-1,10000
6,-1,10000
5,-1,10000
5,-1,10000
3,-1,10000
4,-1,10000
0,-1,10000
1,-1,10000
1,-1,10000
7,-1,10000
2,-1,10000
9,-1,6218.124061349738
7,-1,10000
4,-1,10000
50,1,34998.08990409414
10,-1,10000
10,-1,10000
29,-1,-33738.73504818068
6,-1,13765.990505968093
9,-1,10000
5,-1,10000
0,-1,10000
2,-1,10000
7,-1,10000
50,1,8410.82677493272
2,-1,10000
11,-1,1079.0547129802974
11,-1,12674.000111905903
11,-1,13429.424124138026
4,-1,10000
11,-1,10000
6,-1,10000
2,-1,10000
6,-1,10000
2,-1,10000
4,-1,10000
4,-1,10000
20,-1,1103.5754847751505
6,-1,2654.7012974810277
7,-1,10000
1,-1,10000
6,-1,2356.9078015149526
0,-1,10000
2,-1,10000
3,-1,10000
4,-1,10000
6,-1,10000
7,-1,10000
27,-1,1431.8943974240601
2,-1,5232.9291500449435
23,-1,-14724.83223470628
19,-1,10000
29,-1,-44943.796863643875
0,-1,10000
5,-1,10000
7,-1,10000
6,-1,10000
0,-1,10000
4,-1,10000
28,-1,-39918.48831342262
6,-1,10000
1,-1,10000
3,-1,10000
3,-1,10000
3,-1,10000
5,-1,9707.758315138066
8,-1,3825.448886446522
0,-1,10000
24,-1,-9695.242168758623
8,-1,129.87175620396692
2,-1,10000
0,-1,10000
0,-1,10000
17,-1,1692.0769544958243
19,-1,3189.813844799912
4,-1,10000
18,-1,10000
5,-1,10000
3,-1,10000
9,-1,10000
11,-1,1689.612903708232
5,-1,10000
29,-1,-33305.72373699859
1,-1,10000
11,-1,11103.718929189135
18,-1,10000
1,-1,10000
3,-1,5166.227056025257
1,-1,10000
0,-1,10000
6,-1,10000
5,-1,10000
3,-1,10000
0,-1,10000
2,-1,10000
1,-1,10000
4,-1,10000
11,-1,10000
6,-1,10000
3,-1,10000
3,-1,10000
